Disk Image / Filesystem / Executable / Other	ISO	iso	2026-03-06	PVD structural only	sample.iso	366592	0		0
Disk Image / Filesystem / Executable / Other	COFF	coff	2026-03-06	Section header structure	sample.o	10240	0		1
Disk Image / Filesystem / Executable / Other	Mach-O Fat	macho_fat	2026-03-06	Architecture header only	sample	33792	0		0
Disk Image / Filesystem / Executable / Other	Blorb	blorb	2026-03-06	IFF structural only	Alabaster.gblorb	3250586	0		0
Disk Image / Filesystem / Executable / Other	DS_Store	ds_store	2026-03-06	BTree page structure	sample.ds_store	10240	0		25
Disk Image / Filesystem / Executable / Other	ASF	asf	2026-03-06	GUID/object structural	sample.asf	7168	1		0
Disk Image / Filesystem / Executable / Other	QDF	qdf	2026-03-06	OLE2/ZIP structural	LONDON_2018.QDF	5347738	1		0
Disk Image / Filesystem / Executable / Other	3MF (3D Manufacturing)	3mf	2026-04-25	ZIP-based; per-entry CRC32 + XML manifest. Shotgun N/A (sample < 4 KB).	sample.3mf	1536	75		
Disk Image / Filesystem / Executable / Other	AEP (After Effects Project)	aep	2026-04-25	RIFX container; structural-only walk. Tiny sample (44 B). Shotgun N/A.	sample.aep	44	27		
Disk Image / Filesystem / Executable / Other	ALS (Ableton Live Set)	als	2026-04-25	gzip-wrapped XML. Tiny sample — gzip CRC32 + zlib structure catches most bit flips. Shotgun N/A.	sample.als	82	90		
Disk Image / Filesystem / Executable / Other	Apple Media DB	apple_media_db	2026-04-25	tvdb/photo SQLite-derived store. Structural walk. Shotgun N/A.	sample.tvdb	253	46		
Disk Image / Filesystem / Executable / Other	GarageBand (.band)	band	2026-04-25	Bundle (directory) format — `projectData` inside is a plist routed to plist validator. Sweep-only on the plist file. Shotgun N/A.	projectData (inside .band bundle)	512	0		
Disk Image / Filesystem / Executable / Other	BEAM (Erlang)	beam	2026-04-25	FOR1/IFF chunk container; chunk lengths cross-validated. No CRC. Shotgun N/A.	sample.beam	736	36		
Disk Image / Filesystem / Executable / Other	Blender (.blend)	blend	2026-04-25	DNA-block-based binary. Structural walk; no checksum. Tiny header-only sample. Shotgun N/A.	sample.blend	104	47		
Disk Image / Filesystem / Executable / Other	BSP (Quake)	bsp	2026-04-25	Lump-table walk; no CRC. Structural only. Shotgun N/A.	sample.bsp	1024	39		
Disk Image / Filesystem / Executable / Other	Bitwig Project	bwproject	2026-04-25	ZIP-derived but tiny sample (128 B). Sniper 0% — sample is below ZIP minimum. Shotgun N/A.	sample.bwproject	128	0		
Disk Image / Filesystem / Executable / Other	Chromium PAK	chromium_pak	2026-04-25	Resource bundle; index walk only. Tiny synthetic sample. Shotgun N/A.	sample.pak	30	0		
Disk Image / Filesystem / Executable / Other	Cubase Project	cpr	2026-04-25	Steinberg binary. Structural only. Shotgun N/A.	sample.cpr	76	49		
Disk Image / Filesystem / Executable / Other	DER (ASN.1)	der	2026-04-25	TLV-walked. Structural; no checksum. Shotgun N/A.	sample.der	688	7		
Disk Image / Filesystem / Executable / Other	DRP (DR Painter)	drp	2026-04-25	Generic binary — high sniper from header dominance. Shotgun N/A.	sample.drp	263	60		
Disk Image / Filesystem / Executable / Other	DWG (AutoCAD)	dwg	2026-04-25	Section structure walk. Tiny sample. Shotgun N/A.	sample.dwg	1024	1		
Disk Image / Filesystem / Executable / Other	DXF (AutoCAD)	dxf	2026-04-25	Plain-text CAD; structural only. Shotgun N/A.	sample.dxf	388	5		
Disk Image / Filesystem / Executable / Other	Erlang Mix .eex	eex	2026-04-25	Plain-text template; structural only. Shotgun N/A.	sample.eex	378	0		
Disk Image / Filesystem / Executable / Other	ELF	elf	2026-04-25	Section header walk; no whole-file checksum. Tiny synthetic 64 B sample. Shotgun N/A.	minimal.elf	64	20		
Disk Image / Filesystem / Executable / Other	Erlang BERT	erlang_term	2026-04-25	External Term Format walk. Shotgun N/A.	sample.app	281	0		
Disk Image / Filesystem / Executable / Other	FCPXML (Final Cut)	fcpxml	2026-04-25	XML-based; structural walk. Shotgun N/A.	sample.fcpxml	134	58		
Disk Image / Filesystem / Executable / Other	FL Studio	flp	2026-04-25	Project file structural walk. Tiny sample. Shotgun N/A.	sample.flp	122	6		
Disk Image / Filesystem / Executable / Other	GLB (glTF binary)	glb	2026-04-25	Chunk-based; structural walk. JSON chunk + BIN chunk lengths cross-validated. Shotgun N/A.	box.glb	1638	32		
Disk Image / Filesystem / Executable / Other	glTF (JSON)	gltf	2026-04-25	JSON manifest; structural only. Shotgun N/A.	box.gltf	2867	20		
Disk Image / Filesystem / Executable / Other	IFF (EA)	iff	2026-04-25	Chunk walk; no CRC. Shotgun N/A.	sample.iff	232	46		
Disk Image / Filesystem / Executable / Other	Java .class	java_class	2026-04-25	ClassFile constant pool walk; magic + version check. Shotgun N/A.	Hello.class	397	21		
Disk Image / Filesystem / Executable / Other	KML	kml	2026-04-25	GIS XML; structural only. Shotgun N/A.	sample.kml	1024	58		
Disk Image / Filesystem / Executable / Other	KMZ	kmz	2026-04-25	KMZ = zipped KML; per-entry CRC32 catches almost any bit flip on the small sample. Shotgun N/A.	sample.kmz	538	95		
Disk Image / Filesystem / Executable / Other	Logic Pro X	logicx	2026-04-25	Bundle format — sample is `ProjectData` plist alone. Shotgun N/A.	sample.logicx (ProjectData)	249	71		
Disk Image / Filesystem / Executable / Other	LSPK (Larian Studios)	lspk	2026-04-25	Pak file; structural only. Shotgun N/A.	sample.lspk	256	3		
Disk Image / Filesystem / Executable / Other	Mach-O	macho	2026-04-25	Single-arch sample; load command walk; no checksum. Shotgun N/A.	sample.o	536	0		
Disk Image / Filesystem / Executable / Other	OBJ (Wavefront)	obj	2026-04-25	Plain-text 3D; vertex/face syntax check. Shotgun N/A.	sample.obj	652	44		
Disk Image / Filesystem / Executable / Other	PAK (Quake)	pak	2026-04-25	Header offset/length cross-check. Tiny synthetic sample (12 B). Shotgun N/A.	sample.pak	12	60		
Disk Image / Filesystem / Executable / Other	PE (Windows)	pe	2026-04-25	MZ + PE headers; optional checksum (rarely populated). Tiny sample. Shotgun N/A.	sample.exe	1024	3		
Disk Image / Filesystem / Executable / Other	PEM (RFC 7468)	pem	2026-04-25	Base64 envelope; structural only. Shotgun N/A.	sample.pem	989	51		
Disk Image / Filesystem / Executable / Other	PGP Signed Message	pgp_signed	2026-04-25	Header/footer detect + Base64 walk. Shotgun N/A.	sample.asc	370	81		
Disk Image / Filesystem / Executable / Other	Plist	plist	2026-04-25	Both XML and binary plist; structural only. Shotgun N/A.	sample.plist	830	52		
Disk Image / Filesystem / Executable / Other	PLY (3D)	ply	2026-04-25	Header + element count; no per-element checksum. Shotgun N/A.	sample.ply	447	51		
Disk Image / Filesystem / Executable / Other	Premiere Project	prproj	2026-04-25	Gzip-wrapped XML. Tiny sample. Shotgun N/A.	sample.prproj	112	55		
Disk Image / Filesystem / Executable / Other	Reason (Propellerhead)	reason	2026-04-25	Bundle binary; structural walk. Shotgun N/A.	sample.reason	96	33		
Disk Image / Filesystem / Executable / Other	RPP (Reaper)	rpp	2026-04-25	Plain-text project; structural only. Shotgun N/A.	sample.rpp	44	50		
Disk Image / Filesystem / Executable / Other	Sketch (.sketch)	sketch	2026-04-25	ZIP-based; per-entry CRC32. Shotgun N/A.	sample.sketch	631	56		
Disk Image / Filesystem / Executable / Other	SSH Signature	ssh_signature	2026-04-25	RFC 4880-like wire-format walk. Shotgun N/A.	sample.sig	294	64		
Disk Image / Filesystem / Executable / Other	STEP (.step)	step	2026-04-25	ISO 10303-21 plain-text CAD. Shotgun N/A.	sample.stp	711	23		
Disk Image / Filesystem / Executable / Other	STL (3D)	stl	2026-04-25	Both ASCII and binary stl; sniper 73% on small ASCII sample. Shotgun N/A.	sample.stl	518	73		
Disk Image / Filesystem / Executable / Other	Toast (Roxio)	toast	2026-04-25	Apple Toast disc image; structural walk.	sample.toast	36864	0		10
Disk Image / Filesystem / Executable / Other	Type 1 Font	type1	2026-04-25	PostScript-derived font; eexec encrypted body walk. Shotgun N/A.	sample.pfa	174	0		
Disk Image / Filesystem / Executable / Other	VMDK	vmdk	2026-04-25	VMware disk descriptor + extent walk. 65 KB sample at 0%/0% — structural-only.	sample.vmdk	65536	0		0
Disk Image / Filesystem / Executable / Other	VPK (Valve Pak)	vpk	2026-04-25	Tiny synthetic 28 B sample; structural walk catches every flip (header IS the file). Shotgun N/A.	sample.vpk	28	100		
Disk Image / Filesystem / Executable / Other	WARC (Web Archive)	warc	2026-04-25	Record header + content-length walk. Shotgun N/A.	sample.warc	1126	48		
Disk Image / Filesystem / Executable / Other	WebAssembly	wasm	2026-04-25	Section LEB128 length walk; magic + version. Tiny sample. Shotgun N/A.	minimal.wasm	24	35		
Disk Image / Filesystem / Executable / Other	WIM (Windows Imaging)	wim	2026-04-25	XPRESS/LZX section walk; partial integrity. Shotgun N/A.	sample.wim	1229	8		
Disk Image / Filesystem / Executable / Other	Microsoft Installer (.msi)	msi	2026-04-25	OLE2 compound file (no integrity beyond CFBF FAT structure). Built via wixl. Shotgun catches FAT/dir mismatch.	sample.msi	9216	0		43
Disk Image / Filesystem / Executable / Other	Windows ESD (.esd)	esd	2026-04-25	WIM variant with LZMS compression; structural header walk (208-byte WIM header). Hand-authored.	sample.esd	16384	1		0
Disk Image / Filesystem / Executable / Other	LLVM Precompiled Header (.pch)	llvm_pch	2026-04-25	Magic ("CPCH") + LLVM bitcode signature only. Bitcode contents are version-specific; structural only.	sample.pch	16384	0		0
Disk Image / Filesystem / Executable / Other	LLVM Serialized Diagnostics (.dia)	llvm_diag	2026-04-25	Magic ("DIAG") + LLVM bitcode signature only. Same limit as .pch.	sample.dia	16384	0		0
Disk Image / Filesystem / Executable / Other	PCAP	pcap	2026-04-25	Hand-authored (no sudo for tcpdump in nix sandbox). Walks every packet record's incl_len/orig_len; shotgun lands in valid trailer bytes that fail length checks. Fixed 64 MiB-stack-overflow bug in `validatePcap` while landing the sample.	sample.pcap	13312	4		100
Disk Image / Filesystem / Executable / Other	PCAPNG	pcapng	2026-04-25	Section Header Block + IDB + EPBs structural walk; pcapng-validator checks magic and BOM only (no block-level CRC verification yet — pcapng has optional CRC32 per block).	sample.pcapng	9216	0		0
Disk Image / Filesystem / Executable / Other	G-code	gcode	2026-04-25	Text format; line-grammar walk catches 27% sniper (most flips break a coordinate or G/M code prefix). Shotgun 98% — large overwrite breaks too many lines to ignore. Hand-authored CC0.	sample.gcode	20480	27		98
Disk Image / Filesystem / Executable / Other	MessagePack (.msgpack)	msgpack	2026-04-25	Type-tagged binary; validator walks tag stream but spec has no checksum. Most flips land in payload bytes that decode to different-but-valid values. Fundamental limit per RFC. Hand-authored CC0.	sample.msgpack	19456	0		0
Disk Image / Filesystem / Executable / Other	RPM Package (.rpm)	rpm	2026-04-25	RPM v3 lead + signature header + main header. Validator computes SHA-1 over main header (when sig tag 269 present). Shotgun 30% reflects header dominance vs payload mass. Built via rpmbuild (CC0 spec). Fixed 16 MiB-stack-overflow bug in `validateRpm` while landing the sample.	sample.rpm	22528	3		30
